EstablishmentID,InspectionID,Ins_TypeDesc,EstablishmentName,PlaceName,Address,Address2,City,State,Zip,TypeDescription,InspectionDate,score,Grade,NameSearch,Intersection,OBJECTID
113167,1637405,FOLLOWUP,LONGSHOTS BAR,,3309 CAMPGROUND RD,,LOUISVILLE,KY,40211,FOOD SERVICE,2021/11/19 00:00:00,98,A,LONGSHOTS BAR,,7818
113167,1686385,REGULAR,LONGSHOTS BAR,,3309 CAMPGROUND RD,,LOUISVILLE,KY,40211,FOOD SERVICE,2022/07/14 00:00:00,94,A,LONGSHOTS BAR,,7819
113169,1647161,REGULAR,CHILDREN'S ACADEMY CHILDCARE AND PRESCHOOL,,8021 DIXIE HWY STE 108,,LOUISVILLE,KY,40258,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/01/19 00:00:00,99,A,CHILDREN'S ACADEMY CHILDCARE AND PRESCHOOL,,7820
113169,1685168,REGULAR,CHILDREN'S ACADEMY CHILDCARE AND PRESCHOOL,,8021 DIXIE HWY STE 108,,LOUISVILLE,KY,40258,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/07/08 00:00:00,100,A,CHILDREN'S ACADEMY CHILDCARE AND PRESCHOOL,,7821
113170,1624479,REGULAR,RAMSI'S CAFE NORTON COMMONS,,10639 MEETING ST,,PROSPECT,KY,40059,FOOD SERVICE,2021/09/22 00:00:00,99,A,RAMSI'S CAFE NORTON COMMONS,,7822
113170,1669581,REGULAR,RAMSI'S CAFE NORTON COMMONS,,10639 MEETING ST,,PROSPECT,KY,40059,FOOD SERVICE,2022/05/03 00:00:00,98,A,RAMSI'S CAFE NORTON COMMONS,,7823
113172,1655238,REGULAR,GREEN DISTRICT SALADS - HIGHLANDS,,1449 BARDSTOWN RD,,LOUISVILLE,KY,40204,FOOD SERVICE,2022/02/28 00:00:00,100,A,GREEN DISTRICT SALADS - HIGHLANDS,,7824
113172,1696249,REGULAR,GREEN DISTRICT SALADS - HIGHLANDS,,1449 BARDSTOWN RD,,LOUISVILLE,KY,40204,FOOD SERVICE,2022/08/23 00:00:00,100,A,GREEN DISTRICT SALADS - HIGHLANDS,,7825
113173,1632158,REGULAR,THE COMFY COW COMMISSARY,,1301 W MAIN ST,,LOUISVILLE,KY,40203,FOOD SERVICE COMMISSARY,2021/10/26 00:00:00,99,A,THE COMFY COW COMMISSARY,,7826
113173,1671041,FIELD,THE COMFY COW COMMISSARY,,1301 W MAIN ST,,LOUISVILLE,KY,40203,FOOD SERVICE COMMISSARY,2022/04/01 00:00:00,,,THE COMFY COW COMMISSARY,,7827
113173,1685053,FOLLOWUP,THE COMFY COW COMMISSARY,,1301 W MAIN ST,,LOUISVILLE,KY,40203,FOOD SERVICE COMMISSARY,2022/07/08 00:00:00,100,A,THE COMFY COW COMMISSARY,,7828
113173,1683752,REGULAR,THE COMFY COW COMMISSARY,,1301 W MAIN ST,,LOUISVILLE,KY,40203,FOOD SERVICE COMMISSARY,2022/06/30 00:00:00,88,C,THE COMFY COW COMMISSARY,,7829
113173,1688478,COMPLAINT,THE COMFY COW COMMISSARY,,1301 W MAIN ST,,LOUISVILLE,KY,40203,FOOD SERVICE COMMISSARY,2022/06/30 00:00:00,,,THE COMFY COW COMMISSARY,,7830
113173,1688479,FOLLOWUP,THE COMFY COW COMMISSARY,,1301 W MAIN ST,,LOUISVILLE,KY,40203,FOOD SERVICE COMMISSARY,2022/07/08 00:00:00,,,THE COMFY COW COMMISSARY,,7831
113174,1656082,REGULAR,GIZMO'S MINI MART,,332 W BROADWAY STE 105,,LOUISVILLE,KY,40202,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/03/04 00:00:00,94,A,GIZMO'S MINI MART,,7832
113174,1656083,REGULAR,GIZMO'S MINI MART,,332 W BROADWAY STE 105,,LOUISVILLE,KY,40202,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/03/04 00:00:00,97,,GIZMO'S MINI MART,,7833
